Time,accX,accY,accZ,wx,wy,wz
0.0,28.0,-243.0,16758.0,51.0,-22.0,48.0
0.010000000000000009,24.0,-301.0,16748.0,41.0,-22.0,50.0
0.02001200000000014,12.0,-304.0,16762.0,47.0,-19.0,48.0
0.030008000000000035,41.0,-282.0,16740.0,43.0,-19.0,48.0
0.04000400000000015,12.0,-283.0,16740.0,49.0,-22.0,49.0
0.050000000000000044,44.0,-252.0,16722.0,45.0,-18.0,45.0
0.06000800000000006,19.0,-242.0,16749.0,48.0,-16.0,51.0
0.07000800000000007,12.0,-249.0,16740.0,48.0,-21.0,50.0
0.08000400000000019,78.0,-261.0,16745.0,45.0,-21.0,54.0
0.09000000000000008,24.0,-285.0,16744.0,46.0,-23.0,51.0
0.1000040000000002,20.0,-330.0,16718.0,45.0,-24.0,52.0
0.1100080000000001,53.0,-354.0,16775.0,51.0,-21.0,53.0
0.12000800000000011,22.0,-311.0,16766.0,47.0,-19.0,48.0
0.13000000000000012,41.0,-260.0,16742.0,49.0,-23.0,49.0
0.14000000000000012,46.0,-278.0,16784.0,51.0,-27.0,52.0
0.15000800000000014,10.0,-248.0,16775.0,47.0,-21.0,53.0
0.16000800000000015,24.0,-302.0,16783.0,40.0,-22.0,50.0
0.17000000000000015,39.0,-325.0,16746.0,44.0,-19.0,46.0
0.18000400000000005,40.0,-302.0,16729.0,44.0,-19.0,47.0
0.19001600000000018,65.0,-302.0,16757.0,43.0,-22.0,49.0
0.20000800000000019,41.0,-276.0,16761.0,45.0,-22.0,48.0
0.2100000000000002,71.0,-265.0,16753.0,46.0,-22.0,49.0
0.2200040000000001,26.0,-257.0,16745.0,46.0,-16.0,50.0
0.230008,67.0,-300.0,16757.0,42.0,-25.0,53.0
0.2400040000000001,32.0,-278.0,16756.0,42.0,-23.0,54.0
0.250008,6.0,-291.0,16780.0,48.0,-21.0,49.0
0.2599960000000001,35.0,-309.0,16762.0,48.0,-23.0,49.0
0.27000400000000013,65.0,-263.0,16719.0,42.0,-15.0,49.0
0.28000800000000003,65.0,-269.0,16747.0,44.0,-20.0,49.0
0.29000400000000015,30.0,-267.0,16738.0,45.0,-22.0,47.0
0.30000000000000004,20.0,-277.0,16751.0,48.0,-24.0,49.0
0.31000000000000005,4.0,-274.0,16760.0,50.0,-22.0,52.0
0.32000800000000007,25.0,-314.0,16731.0,48.0,-23.0,47.0
0.3300080000000001,24.0,-314.0,16745.0,43.0,-22.0,50.0
0.3400000000000001,6.0,-286.0,16717.0,44.0,-16.0,48.0
0.3500000000000001,37.0,-317.0,16777.0,47.0,-28.0,53.0
0.360004,13.0,-325.0,16767.0,50.0,-18.0,49.0
0.3700080000000001,7.0,-285.0,16771.0,46.0,-25.0,49.0
0.3800000000000001,18.0,-261.0,16741.0,42.0,-27.0,49.0
0.3900000000000001,11.0,-302.0,16738.0,44.0,-18.0,44.0
0.40000800000000014,-4.0,-294.0,16758.0,44.0,-23.0,48.0
0.41000800000000015,33.0,-303.0,16754.0,44.0,-15.0,44.0
0.42000800000000016,46.0,-304.0,16698.0,46.0,-20.0,45.0
0.42999600000000004,23.0,-255.0,16766.0,48.0,-20.0,48.0
0.44000000000000017,22.0,-274.0,16774.0,49.0,-19.0,45.0
0.4500080000000002,-13.0,-243.0,16745.0,45.0,-16.0,51.0
0.4600040000000001,-21.0,-288.0,16740.0,41.0,-20.0,51.0
0.4700000000000002,26.0,-303.0,16763.0,43.0,-20.0,51.0
0.4800040000000001,27.0,-288.0,16762.0,46.0,-20.0,52.0
0.4900120000000001,22.0,-306.0,16723.0,50.0,-24.0,48.0
0.500008,46.0,-277.0,16727.0,42.0,-20.0,52.0
0.51,31.0,-298.0,16779.0,49.0,-20.0,46.0
0.52,38.0,-261.0,16767.0,45.0,-19.0,52.0
0.530008,34.0,-274.0,16758.0,44.0,-23.0,51.0
0.5400040000000002,-14.0,-288.0,16741.0,42.0,-23.0,50.0
0.5500000000000003,19.0,-311.0,16748.0,45.0,-19.0,48.0
0.56,36.0,-313.0,16767.0,48.0,-21.0,50.0
0.5700080000000001,64.0,-310.0,16743.0,50.0,-22.0,50.0
0.5800080000000003,71.0,-236.0,16764.0,44.0,-20.0,56.0
0.5900080000000001,30.0,-289.0,16740.0,41.0,-21.0,47.0
0.6000040000000002,21.0,-277.0,16757.0,46.0,-21.0,50.0
0.6099999999999999,37.0,-270.0,16767.0,47.0,-22.0,53.0
0.6200040000000002,37.0,-278.0,16758.0,43.0,-15.0,48.0
0.6300080000000001,5.0,-322.0,16754.0,43.0,-19.0,46.0
0.6400000000000001,38.0,-255.0,16731.0,44.0,-19.0,45.0
0.6499999999999999,23.0,-294.0,16743.0,46.0,-19.0,51.0
0.660012,42.0,-278.0,16750.0,44.0,-23.0,48.0
0.6700080000000002,28.0,-273.0,16767.0,45.0,-25.0,50.0
0.6800000000000002,26.0,-269.0,16748.0,47.0,-22.0,51.0
0.69,56.0,-299.0,16702.0,47.0,-22.0,47.0
0.700008,54.0,-312.0,16737.0,41.0,-19.0,50.0
0.7100080000000002,31.0,-298.0,16763.0,46.0,-19.0,51.0
0.7200039999999999,29.0,-320.0,16758.0,44.0,-21.0,52.0
0.73,14.0,-288.0,16734.0,45.0,-23.0,52.0
0.7400039999999999,24.0,-280.0,16736.0,45.0,-21.0,47.0
0.7500080000000002,22.0,-267.0,16735.0,37.0,-19.0,47.0
0.760008,20.0,-303.0,16741.0,49.0,-23.0,50.0
0.77,45.0,-301.0,16755.0,41.0,-15.0,51.0
0.7800039999999999,3.0,-333.0,16757.0,49.0,-25.0,50.0
0.7900040000000002,34.0,-336.0,16723.0,44.0,-21.0,50.0
0.8000039999999999,36.0,-290.0,16776.0,44.0,-20.0,50.0
0.8100040000000002,23.0,-275.0,16751.0,44.0,-21.0,51.0
0.820004,2.0,-272.0,16748.0,44.0,-17.0,51.0
0.830012,33.0,-264.0,16753.0,43.0,-16.0,47.0
0.8400080000000001,23.0,-293.0,16780.0,43.0,-19.0,48.0
0.8500000000000001,0.0,-304.0,16740.0,47.0,-19.0,51.0
0.860004,2.0,-301.0,16753.0,49.0,-24.0,49.0
0.8700079999999999,12.0,-350.0,16738.0,45.0,-18.0,46.0
0.8800080000000001,62.0,-291.0,16749.0,47.0,-21.0,50.0
0.8900079999999999,44.0,-298.0,16736.0,49.0,-20.0,49.0
0.900004,27.0,-288.0,16742.0,44.0,-21.0,51.0
0.9100000000000001,16.0,-301.0,16771.0,46.0,-22.0,48.0
0.9200080000000002,5.0,-301.0,16718.0,45.0,-21.0,50.0
0.9300040000000003,13.0,-313.0,16757.0,43.0,-19.0,48.0
0.9400040000000001,41.0,-304.0,16770.0,43.0,-19.0,52.0
0.9500000000000002,55.0,-290.0,16734.0,51.0,-25.0,51.0
0.9600080000000002,26.0,-295.0,16752.0,45.0,-26.0,52.0
0.970008,-14.0,-263.0,16736.0,47.0,-18.0,53.0
0.9799959999999999,65.0,-278.0,16749.0,44.0,-12.0,52.0
0.9900039999999999,12.0,-279.0,16767.0,50.0,-22.0,48.0
1.0000080000000002,-3.0,-292.0,16763.0,39.0,-22.0,57.0
1.010004,11.0,-300.0,16770.0,47.0,-15.0,48.0
1.02,13.0,-288.0,16728.0,44.0,-16.0,50.0
1.0300000000000002,38.0,-282.0,16768.0,45.0,-22.0,49.0
1.0400080000000003,26.0,-271.0,16743.0,48.0,-22.0,52.0
1.050008,23.0,-296.0,16754.0,43.0,-19.0,52.0
1.0600079999999998,7.0,-294.0,16758.0,43.0,-19.0,53.0
1.0699999999999998,47.0,-301.0,16737.0,44.0,-20.0,54.0
1.08,23.0,-294.0,16760.0,43.0,-19.0,48.0
1.090004,6.0,-304.0,16744.0,39.0,-22.0,50.0
1.1000079999999999,39.0,-317.0,16738.0,44.0,-16.0,49.0
1.1099999999999999,64.0,-301.0,16760.0,46.0,-18.0,48.0
1.1200040000000002,16.0,-315.0,16756.0,46.0,-18.0,47.0
1.1300120000000002,10.0,-269.0,16764.0,46.0,-21.0,45.0
1.140008,-7.0,-281.0,16761.0,40.0,-21.0,47.0
1.15,18.0,-281.0,16776.0,47.0,-20.0,47.0
1.1600000000000001,42.0,-322.0,16747.0,43.0,-23.0,52.0
1.1700080000000002,-17.0,-312.0,16758.0,43.0,-18.0,47.0
1.1800040000000003,55.0,-268.0,16750.0,46.0,-21.0,44.0
1.19,16.0,-290.0,16777.0,41.0,-21.0,50.0
1.2000000000000002,3.0,-294.0,16757.0,48.0,-20.0,51.0
1.2100080000000002,14.0,-255.0,16777.0,46.0,-21.0,45.0
1.2200039999999999,57.0,-298.0,16723.0,45.0,-18.0,48.0
1.2300080000000002,11.0,-314.0,16752.0,47.0,-20.0,54.0
1.2400000000000002,46.0,-304.0,16767.0,43.0,-19.0,49.0
1.25,39.0,-297.0,16746.0,49.0,-17.0,46.0
1.260008,74.0,-297.0,16768.0,46.0,-23.0,48.0
1.2700040000000001,52.0,-307.0,16781.0,38.0,-19.0,46.0
1.2800000000000002,72.0,-275.0,16747.0,47.0,-24.0,50.0
1.29,44.0,-328.0,16738.0,47.0,-24.0,46.0
1.3000120000000002,41.0,-294.0,16758.0,42.0,-25.0,49.0
1.3100079999999998,28.0,-284.0,16768.0,42.0,-22.0,51.0
1.320004,30.0,-307.0,16775.0,49.0,-19.0,49.0
1.33,19.0,-289.0,16756.0,43.0,-22.0,53.0
1.340008,20.0,-279.0,16768.0,39.0,-21.0,51.0
1.3500079999999999,36.0,-238.0,16745.0,42.0,-18.0,50.0
1.3599999999999999,36.0,-313.0,16744.0,43.0,-20.0,52.0
1.37,26.0,-307.0,16762.0,45.0,-20.0,53.0
1.380004,44.0,-306.0,16745.0,41.0,-18.0,49.0
1.390008,12.0,-295.0,16733.0,47.0,-23.0,49.0
1.4000080000000001,15.0,-299.0,16729.0,49.0,-23.0,53.0
1.4100000000000001,25.0,-296.0,16761.0,47.0,-17.0,49.0
1.42,15.0,-270.0,16754.0,42.0,-19.0,51.0
1.430008,-5.0,-293.0,16752.0,48.0,-22.0,46.0
1.440004,34.0,-254.0,16754.0,39.0,-20.0,52.0
1.4500000000000002,20.0,-304.0,16756.0,43.0,-22.0,46.0
1.460004,31.0,-293.0,16769.0,47.0,-22.0,49.0
1.470012,42.0,-317.0,16751.0,49.0,-17.0,52.0
1.4800080000000002,35.0,-301.0,16739.0,45.0,-21.0,51.0
1.4900039999999999,5.0,-315.0,16731.0,40.0,-18.0,46.0
1.5000040000000001,49.0,-266.0,16777.0,46.0,-20.0,49.0
1.510004,0.0,-304.0,16751.0,43.0,-24.0,49.0
1.5200040000000001,33.0,-257.0,16716.0,52.0,-21.0,49.0
1.530008,55.0,-303.0,16746.0,49.0,-20.0,49.0
1.54,21.0,-338.0,16766.0,47.0,-24.0,49.0
1.5499999999999998,16.0,-304.0,16768.0,40.0,-22.0,49.0
1.5600079999999998,45.0,-288.0,16749.0,50.0,-20.0,51.0
1.570004,33.0,-278.0,16746.0,50.0,-24.0,47.0
1.58,39.0,-305.0,16726.0,44.0,-24.0,49.0
1.5899999999999999,39.0,-277.0,16753.0,48.0,-18.0,54.0
1.6000079999999999,43.0,-317.0,16762.0,45.0,-21.0,48.0
1.610008,18.0,-327.0,16734.0,43.0,-23.0,50.0
1.6200040000000002,37.0,-301.0,16763.0,42.0,-22.0,46.0
1.630004,44.0,-299.0,16748.0,45.0,-20.0,51.0
1.640008,33.0,-272.0,16747.0,45.0,-23.0,48.0
1.6500080000000001,1.0,-277.0,16756.0,49.0,-24.0,49.0
1.6600000000000001,9.0,-289.0,16752.0,44.0,-23.0,50.0
1.67,7.0,-283.0,16775.0,49.0,-24.0,48.0
1.680008,15.0,-300.0,16766.0,44.0,-21.0,49.0
1.6900080000000002,33.0,-291.0,16757.0,50.0,-20.0,51.0
1.700008,51.0,-311.0,16756.0,42.0,-19.0,53.0
1.71,-11.0,-255.0,16743.0,48.0,-21.0,48.0
1.7200039999999999,40.0,-285.0,16763.0,44.0,-25.0,50.0
1.730004,26.0,-286.0,16769.0,43.0,-18.0,49.0
1.740008,15.0,-274.0,16753.0,44.0,-19.0,46.0
1.75,37.0,-305.0,16754.0,43.0,-17.0,47.0
1.7600000000000002,31.0,-317.0,16760.0,47.0,-22.0,48.0
1.7700080000000002,31.0,-321.0,16749.0,45.0,-22.0,49.0
1.780004,37.0,-310.0,16742.0,48.0,-22.0,54.0
1.79,24.0,-280.0,16780.0,40.0,-19.0,48.0
1.7999960000000002,14.0,-279.0,16744.0,46.0,-16.0,46.0
1.8100079999999998,36.0,-313.0,16725.0,45.0,-22.0,53.0
1.820004,13.0,-293.0,16761.0,48.0,-18.0,52.0
1.83,32.0,-274.0,16767.0,46.0,-23.0,51.0
1.8399999999999999,38.0,-298.0,16761.0,38.0,-19.0,54.0
1.8500040000000002,46.0,-282.0,16753.0,45.0,-16.0,48.0
1.860008,42.0,-279.0,16748.0,46.0,-21.0,49.0
1.870008,5.0,-313.0,16742.0,46.0,-20.0,51.0
1.880004,49.0,-312.0,16748.0,48.0,-24.0,47.0
1.8900000000000001,45.0,-268.0,16769.0,41.0,-22.0,51.0
1.9000080000000001,-6.0,-316.0,16747.0,43.0,-21.0,46.0
1.910008,35.0,-318.0,16734.0,48.0,-18.0,47.0
1.92,30.0,-273.0,16756.0,52.0,-15.0,51.0
1.9300000000000002,-3.0,-271.0,16730.0,47.0,-26.0,51.0
1.9400119999999998,25.0,-285.0,16738.0,46.0,-21.0,48.0
1.950008,25.0,-260.0,16742.0,43.0,-23.0,48.0
1.960004,12.0,-286.0,16749.0,48.0,-23.0,56.0
1.9700000000000002,56.0,-288.0,16770.0,43.0,-19.0,47.0
1.9800080000000002,13.0,-292.0,16740.0,45.0,-22.0,53.0
1.990008,36.0,-324.0,16753.0,46.0,-22.0,54.0
2.000004,32.0,-277.0,16743.0,44.0,-25.0,53.0
2.0100000000000002,31.0,-299.0,16744.0,46.0,-24.0,48.0
2.02,11.0,-271.0,16766.0,46.0,-21.0,49.0
2.030004,44.0,-261.0,16771.0,45.0,-22.0,52.0
2.040008,6.0,-284.0,16756.0,42.0,-24.0,46.0
2.05,30.0,-295.0,16737.0,44.0,-18.0,49.0
2.06,19.0,-289.0,16763.0,37.0,-18.0,49.0
2.070008,69.0,-296.0,16721.0,45.0,-22.0,48.0
2.080008,73.0,-261.0,16764.0,43.0,-23.0,49.0
2.09,40.0,-279.0,16748.0,50.0,-21.0,46.0
2.1,-16.0,-266.0,16775.0,48.0,-16.0,52.0
2.110016,15.0,-264.0,16782.0,45.0,-18.0,47.0
2.120008,49.0,-292.0,16757.0,44.0,-22.0,48.0
2.130004,38.0,-251.0,16747.0,48.0,-20.0,51.0
2.14,60.0,-305.0,16742.0,44.0,-20.0,50.0
2.150008,52.0,-283.0,16748.0,42.0,-17.0,52.0
2.160008,39.0,-312.0,16764.0,44.0,-23.0,53.0
2.170008,28.0,-295.0,16780.0,48.0,-20.0,52.0
2.180004,23.0,-279.0,16731.0,44.0,-19.0,46.0
2.19,21.0,-279.0,16731.0,46.0,-20.0,50.0
2.200008,10.0,-293.0,16751.0,44.0,-12.0,48.0
2.210008,44.0,-292.0,16748.0,43.0,-19.0,52.0
2.220004,35.0,-269.0,16746.0,41.0,-21.0,47.0
2.23,16.0,-261.0,16724.0,52.0,-20.0,50.0
2.240008,36.0,-259.0,16764.0,42.0,-19.0,48.0
2.250008,34.0,-295.0,16747.0,47.0,-22.0,53.0
2.259996,47.0,-268.0,16771.0,43.0,-22.0,47.0
2.270004,15.0,-299.0,16779.0,40.0,-19.0,48.0
2.280008,13.0,-291.0,16760.0,44.0,-21.0,48.0
2.290008,34.0,-276.0,16752.0,43.0,-23.0,47.0
2.3,37.0,-300.0,16744.0,45.0,-20.0,49.0
2.31,46.0,-250.0,16754.0,44.0,-19.0,49.0
2.320008,14.0,-271.0,16745.0,42.0,-20.0,45.0
2.330008,37.0,-266.0,16717.0,44.0,-23.0,50.0
2.340008,23.0,-291.0,16709.0,46.0,-20.0,53.0
2.35,26.0,-289.0,16756.0,50.0,-25.0,55.0
2.36,50.0,-305.0,16755.0,43.0,-21.0,50.0
2.3700039999999998,41.0,-298.0,16734.0,49.0,-20.0,48.0
2.380004,16.0,-255.0,16767.0,46.0,-21.0,53.0
2.39,34.0,-255.0,16747.0,43.0,-20.0,54.0
2.400004,27.0,-294.0,16723.0,44.0,-24.0,61.0
2.410008,45.0,-279.0,16725.0,48.0,-22.0,50.0
2.420008,46.0,-286.0,16758.0,44.0,-21.0,53.0
2.43,18.0,-293.0,16761.0,44.0,-19.0,49.0
2.44,22.0,-314.0,16769.0,48.0,-26.0,54.0
2.450008,40.0,-281.0,16726.0,48.0,-23.0,54.0
2.460004,53.0,-261.0,16725.0,48.0,-24.0,48.0
2.47,49.0,-304.0,16729.0,44.0,-22.0,57.0
2.48,30.0,-267.0,16782.0,42.0,-20.0,50.0
2.490008,28.0,-289.0,16746.0,47.0,-25.0,53.0
2.500008,43.0,-297.0,16731.0,42.0,-22.0,53.0
2.510008,56.0,-280.0,16754.0,42.0,-17.0,50.0
2.52,21.0,-301.0,16758.0,46.0,-23.0,57.0
2.529996,46.0,-286.0,16723.0,44.0,-22.0,53.0
2.540008,-6.0,-248.0,16742.0,44.0,-24.0,50.0
2.5500079999999996,21.0,-274.0,16736.0,45.0,-23.0,51.0
2.56,53.0,-250.0,16751.0,45.0,-20.0,52.0
2.57,56.0,-291.0,16726.0,42.0,-21.0,53.0
2.580016,64.0,-328.0,16732.0,50.0,-22.0,50.0
2.5900079999999996,39.0,-301.0,16752.0,46.0,-23.0,49.0
2.6000039999999998,26.0,-291.0,16771.0,47.0,-25.0,52.0
2.61,11.0,-268.0,16742.0,50.0,-24.0,52.0
2.620008,18.0,-271.0,16758.0,41.0,-22.0,50.0
2.630004,46.0,-284.0,16755.0,49.0,-16.0,55.0
2.640004,28.0,-287.0,16752.0,44.0,-23.0,51.0
2.65,40.0,-266.0,16775.0,45.0,-21.0,53.0
2.6600040000000003,18.0,-281.0,16738.0,39.0,-22.0,49.0
2.6700079999999997,-23.0,-274.0,16761.0,42.0,-19.0,50.0
2.6800080000000004,31.0,-264.0,16745.0,43.0,-18.0,48.0
2.69,31.0,-297.0,16767.0,45.0,-19.0,50.0
2.6999999999999997,43.0,-269.0,16757.0,44.0,-21.0,53.0
2.7100079999999998,6.0,-338.0,16735.0,47.0,-18.0,47.0
2.7200080000000004,56.0,-299.0,16773.0,47.0,-19.0,53.0
2.73,37.0,-304.0,16735.0,42.0,-22.0,52.0
2.7400040000000003,49.0,-279.0,16733.0,48.0,-19.0,56.0
2.7500120000000003,0.0,-282.0,16761.0,45.0,-21.0,53.0
2.7600079999999996,58.0,-247.0,16743.0,45.0,-25.0,49.0
2.77,24.0,-272.0,16753.0,44.0,-19.0,51.0
2.7800040000000004,9.0,-275.0,16730.0,40.0,-20.0,50.0
2.790008,-8.0,-285.0,16758.0,42.0,-24.0,50.0
2.8000079999999996,39.0,-330.0,16758.0,40.0,-27.0,56.0
2.8100080000000003,41.0,-306.0,16778.0,47.0,-16.0,50.0
2.8200040000000004,24.0,-296.0,16759.0,40.0,-18.0,50.0
2.8299999999999996,39.0,-311.0,16760.0,44.0,-25.0,49.0
2.8400079999999996,27.0,-251.0,16755.0,46.0,-22.0,48.0
2.8500080000000003,15.0,-269.0,16761.0,46.0,-19.0,50.0
2.8600039999999995,31.0,-260.0,16778.0,46.0,-20.0,49.0
2.8699999999999997,38.0,-299.0,16766.0,51.0,-16.0,49.0
2.8800079999999997,52.0,-318.0,16745.0,44.0,-24.0,51.0
2.8900080000000004,51.0,-311.0,16758.0,50.0,-22.0,54.0
2.9,36.0,-311.0,16774.0,44.0,-24.0,54.0
2.9100040000000003,9.0,-317.0,16773.0,50.0,-21.0,47.0
2.9200079999999997,18.0,-300.0,16761.0,45.0,-20.0,48.0
2.9300080000000004,32.0,-252.0,16747.0,49.0,-21.0,49.0
2.9400039999999996,27.0,-290.0,16756.0,45.0,-17.0,53.0
2.9499999999999997,33.0,-288.0,16770.0,49.0,-19.0,49.0
2.9600079999999998,19.0,-303.0,16777.0,38.0,-22.0,49.0
2.9700079999999995,22.0,-284.0,16774.0,47.0,-21.0,47.0
2.980008,65.0,-280.0,16756.0,43.0,-18.0,50.0
2.9899999999999998,44.0,-252.0,16766.0,44.0,-20.0,46.0
2.9999999999999996,31.0,-279.0,16756.0,39.0,-22.0,56.0
3.0100079999999996,-15.0,-291.0,16729.0,48.0,-21.0,47.0
3.0200080000000002,38.0,-285.0,16764.0,41.0,-23.0,51.0
3.029996,8.0,-297.0,16749.0,45.0,-23.0,55.0
3.0399999999999996,22.0,-280.0,16753.0,44.0,-18.0,47.0
3.050012,53.0,-274.0,16766.0,49.0,-20.0,50.0
3.06,25.0,-266.0,16750.0,47.0,-20.0,53.0
3.0700040000000004,29.0,-277.0,16750.0,45.0,-20.0,50.0
3.079996,17.0,-295.0,16770.0,43.0,-20.0,46.0
3.0900079999999996,16.0,-294.0,16751.0,45.0,-27.0,50.0
3.1000039999999998,-4.0,-294.0,16761.0,40.0,-23.0,52.0
3.11,58.0,-275.0,16744.0,44.0,-23.0,50.0
3.1199999999999997,21.0,-297.0,16762.0,43.0,-23.0,48.0
3.1300079999999997,30.0,-261.0,16762.0,47.0,-22.0,50.0
3.1400080000000004,23.0,-299.0,16703.0,49.0,-19.0,49.0
3.150008,-7.0,-285.0,16757.0,48.0,-18.0,54.0
3.1600040000000003,-4.0,-281.0,16732.0,48.0,-22.0,48.0
3.1700000000000004,30.0,-287.0,16717.0,47.0,-20.0,48.0
3.180004,53.0,-271.0,16763.0,48.0,-25.0,54.0
3.190008,16.0,-294.0,16777.0,46.0,-22.0,50.0
3.1999999999999997,22.0,-279.0,16776.0,46.0,-24.0,52.0
3.2099999999999995,46.0,-307.0,16705.0,47.0,-23.0,53.0
3.220012,51.0,-266.0,16760.0,52.0,-24.0,55.0
3.230008,70.0,-250.0,16725.0,47.0,-22.0,50.0
3.2400040000000003,34.0,-273.0,16764.0,45.0,-28.0,52.0
3.2499999999999996,21.0,-284.0,16763.0,43.0,-22.0,54.0
3.2600079999999996,37.0,-286.0,16717.0,46.0,-27.0,56.0
3.2700080000000002,43.0,-259.0,16735.0,46.0,-28.0,55.0
3.28,14.0,-313.0,16729.0,39.0,-27.0,50.0
3.2899999999999996,36.0,-256.0,16742.0,39.0,-27.0,56.0
3.300004,23.0,-260.0,16730.0,49.0,-20.0,53.0
3.3100080000000003,64.0,-326.0,16724.0,38.0,-24.0,50.0
3.320008,45.0,-305.0,16740.0,40.0,-29.0,53.0
3.3299999999999996,67.0,-304.0,16731.0,43.0,-28.0,55.0
3.3400000000000003,41.0,-293.0,16733.0,38.0,-24.0,51.0
3.3500080000000003,24.0,-298.0,16748.0,46.0,-17.0,51.0
3.360008,42.0,-274.0,16749.0,42.0,-22.0,50.0
3.3699999999999997,68.0,-287.0,16742.0,49.0,-24.0,53.0
3.3800000000000003,40.0,-283.0,16750.0,43.0,-19.0,53.0
3.3900159999999997,9.0,-289.0,16737.0,48.0,-16.0,54.0
3.400008,8.0,-292.0,16760.0,51.0,-17.0,57.0
3.4099999999999997,54.0,-286.0,16747.0,49.0,-21.0,51.0
3.420004,23.0,-267.0,16761.0,46.0,-17.0,49.0
3.430004,65.0,-243.0,16737.0,48.0,-19.0,50.0
3.440008,53.0,-248.0,16754.0,45.0,-19.0,50.0
3.450008,46.0,-233.0,16735.0,53.0,-18.0,48.0
3.460004,30.0,-255.0,16758.0,49.0,-18.0,49.0
3.470004,22.0,-283.0,16768.0,60.0,-10.0,44.0
3.480008,34.0,-277.0,16739.0,58.0,-13.0,47.0
3.490008,56.0,-281.0,16736.0,67.0,-17.0,47.0
3.4999999999999996,-768.0,1907.0,16778.0,159.0,-40.0,844.0
3.510004,-7.0,-230.0,16776.0,101.0,-32.0,801.0
3.5200080000000002,-177.0,238.0,16703.0,62.0,-26.0,1217.0
3.530008,-119.0,-124.0,16746.0,44.0,-22.0,2262.0
3.5399999999999996,-31.0,2836.0,17360.0,299.0,-106.0,1029.0
3.5500000000000003,345.0,490.0,16793.0,1911.0,-1436.0,-1722.0
3.5600080000000003,-91.0,-480.0,16632.0,288.0,-357.0,-416.0
3.570008,-1212.0,-3937.0,16900.0,14.0,67.0,1822.0
3.5799999999999996,-304.0,-349.0,21228.0,6394.0,1356.0,3298.0
3.5900000000000003,689.0,665.0,14181.0,3729.0,128.0,1829.0
3.6000080000000003,-63.0,1461.0,20320.0,5182.0,-67.0,1563.0
3.6100039999999995,3137.0,3029.0,15330.0,4259.0,-681.0,-517.0
3.620008,1209.0,-1319.0,20103.0,578.0,-2093.0,-1892.0
3.6300000000000003,-871.0,-1782.0,17104.0,6466.0,-1105.0,-216.0
3.640004,-679.0,1353.0,21954.0,5033.0,-4695.0,-20.0
3.6500039999999996,-1245.0,2851.0,21505.0,12168.0,-7434.0,1058.0
3.660008,3027.0,7073.0,20451.0,17236.0,-10351.0,-1287.0
3.6700000000000004,1887.0,-334.0,16070.0,18459.0,-10046.0,-441.0
3.680004,5060.0,-7199.0,17373.0,18191.0,-8343.0,-4114.0
3.690012,251.0,654.0,10187.0,16293.0,-4357.0,-1859.0
3.7000040000000003,2444.0,4780.0,13284.0,8690.0,-3829.0,-2471.0
3.7099999999999995,2436.0,5617.0,16679.0,10948.0,-1763.0,-1599.0
3.72,2739.0,5006.0,11280.0,8380.0,-1345.0,1166.0
3.730008,1216.0,5076.0,12415.0,1826.0,-1376.0,-119.0
3.7400040000000003,29.0,2462.0,12791.0,-1280.0,-1920.0,-2165.0
3.7499999999999996,1657.0,8762.0,15498.0,-697.0,-1826.0,-4116.0
