Time,accY1,accY2
0.0,52.0,96.0
0.010000000000000009,41.0,30.0
0.020000000000000018,41.0,-6.0
0.030000000000000027,26.0,-55.0
0.040000000000000036,-12.0,-37.0
0.049992000000000036,-48.0,-44.0
0.06000000000000005,-57.0,-8.0
0.06999600000000017,-43.0,49.0
0.08000000000000007,-91.0,97.0
0.08998800000000018,-76.0,139.0
0.1000080000000001,-62.0,195.0
0.1100000000000001,-48.0,247.0
0.1200000000000001,-7.0,281.0
0.1299920000000001,-34.0,280.0
0.14000000000000012,4.0,263.0
0.15000000000000013,13.0,229.0
0.16000000000000014,17.0,219.0
0.16998800000000003,52.0,144.0
0.18000000000000016,57.0,97.0
0.19000000000000017,55.0,70.0
0.20000000000000018,61.0,25.0
0.20999600000000007,57.0,27.0
0.21999199999999997,57.0,32.0
0.22999999999999998,71.0,17.0
0.24,67.0,97.0
0.25,60.0,92.0
0.259992,43.0,137.0
0.27,18.0,128.0
0.27999600000000013,-53.0,130.0
0.28999600000000014,-53.0,100.0
0.29998800000000014,-66.0,120.0
0.31000000000000005,-97.0,106.0
0.32000000000000006,-87.0,111.0
0.33000000000000007,-87.0,126.0
0.3400000000000001,-96.0,144.0
0.3500000000000001,-70.0,148.0
0.3600000000000001,-51.0,126.0
0.369996,-42.0,145.0
0.3800000000000001,-38.0,86.0
0.389996,17.0,115.0
0.399996,34.0,143.0
0.41000000000000014,30.0,128.0
0.42000000000000015,85.0,45.0
0.42999200000000015,34.0,67.0
0.44000000000000017,42.0,47.0
0.44999600000000006,31.0,38.0
0.45999999999999996,64.0,59.0
0.4699960000000001,42.0,64.0
0.48,15.0,66.0
0.49,58.0,103.0
0.5,-35.0,114.0
0.51,-8.0,137.0
0.5199960000000001,-38.0,184.0
0.5299960000000001,-38.0,156.0
0.54,-38.0,199.0
0.5500000000000003,-13.0,221.0
0.5599920000000003,-41.0,217.0
0.570004,-44.0,188.0
0.579996,-25.0,163.0
0.5899960000000002,-4.0,169.0
0.5999919999999999,-21.0,83.0
0.6099999999999999,-11.0,14.0
0.619996,21.0,27.0
0.6299960000000002,-6.0,-21.0
0.6399880000000002,8.0,-13.0
0.6499999999999999,48.0,6.0
0.659996,31.0,24.0
0.6699999999999999,31.0,97.0
0.6800000000000002,47.0,94.0
0.6899959999999998,63.0,144.0
0.6999960000000001,6.0,128.0
0.7099959999999998,26.0,155.0
0.7200000000000002,-23.0,187.0
0.7299880000000001,-24.0,151.0
0.740008,-48.0,153.0
0.7499959999999999,-30.0,128.0
0.7600000000000002,-62.0,114.0
0.7699920000000002,-48.0,137.0
0.7799960000000001,-36.0,127.0
0.79,10.0,180.0
0.7999999999999998,-23.0,173.0
0.8099919999999998,-2.0,153.0
0.8199960000000002,-5.0,147.0
0.8300000000000001,10.0,103.0
0.8399999999999999,6.0,58.0
0.8500000000000001,13.0,67.0
0.8599920000000001,-17.0,18.0
0.8700000000000001,5.0,3.0
0.8799999999999999,-17.0,0.0
0.8900000000000001,7.0,26.0
0.8999920000000001,-11.0,53.0
0.909996,-15.0,48.0
0.9199999999999999,-27.0,111.0
0.9300000000000002,-77.0,82.0
0.9399920000000002,-54.0,68.0
0.9500000000000002,-62.0,84.0
0.96,-105.0,72.0
0.9700000000000002,-79.0,80.0
0.9799880000000001,-62.0,114.0
0.9900000000000002,-23.0,147.0
1.0,0.0,240.0
1.0100000000000002,62.0,213.0
1.02,35.0,217.0
1.029992,64.0,201.0
1.04,98.0,175.0
1.0499960000000002,84.0,153.0
1.06,47.0,82.0
1.0699960000000002,61.0,38.0
1.08,39.0,28.0
1.0899999999999999,37.0,25.0
1.099996,23.0,48.0
1.109992,43.0,61.0
1.12,-1.0,66.0
1.13,-12.0,57.0
1.1400000000000001,-31.0,118.0
1.15,-14.0,91.0
1.159996,-35.0,143.0
1.17,-83.0,116.0
1.1800000000000002,-47.0,132.0
1.19,-46.0,132.0
1.199992,-64.0,163.0
1.2100080000000002,-24.0,165.0
1.2200000000000002,-31.0,141.0
1.23,-28.0,149.0
1.239992,-10.0,117.0
1.2499959999999999,-4.0,88.0
1.2600000000000002,-17.0,46.0
1.27,-69.0,-43.0
1.279992,-58.0,-99.0
1.29,-173.0,-268.0
1.2999999999999998,-423.0,-585.0
1.31,-656.0,-977.0
1.3199960000000002,-918.0,-1324.0
1.329996,-814.0,-1521.0
1.3399999999999999,-1883.0,-3427.0
1.35,-1816.0,-3463.0
1.3599999999999999,-1479.0,-2785.0
1.3699919999999999,-1807.0,-2939.0
1.380004,-1912.0,-2892.0
1.3900000000000001,-1622.0,-2599.0
1.4,-1716.0,-2243.0
1.409992,-1752.0,-1916.0
1.42,-1441.0,-1301.0
1.429996,-1518.0,-1334.0
1.44,-1809.0,-1224.0
1.449992,-1393.0,-1144.0
1.46,-1048.0,-391.0
1.4700000000000002,-950.0,-187.0
1.48,-992.0,-317.0
1.4900000000000002,-534.0,129.0
1.4999920000000002,-353.0,367.0
1.5100000000000002,-134.0,276.0
1.52,133.0,866.0
1.5299999999999998,694.0,1104.0
1.5399919999999998,572.0,763.0
1.5499999999999998,918.0,1214.0
1.56,1264.0,1465.0
1.5699999999999998,1457.0,1396.0
1.5799919999999998,1877.0,1799.0
1.5899960000000002,2178.0,2074.0
1.6,1985.0,1791.0
1.6099999999999999,1790.0,1896.0
1.62,2132.0,2260.0
1.63,2347.0,2595.0
1.6400000000000001,2365.0,2578.0
1.6499959999999998,2409.0,2776.0
1.6600000000000001,2190.0,2965.0
1.6699959999999998,1850.0,3031.0
1.679996,2019.0,3197.0
1.69,2249.0,3440.0
1.7000000000000002,1893.0,3419.0
1.7099920000000002,1443.0,3253.0
1.7200000000000002,1410.0,3169.0
1.73,1541.0,3329.0
1.7400000000000002,1428.0,3226.0
1.7499959999999999,1403.0,3053.0
1.7599999999999998,1446.0,2917.0
1.77,1220.0,2657.0
1.7799999999999998,1095.0,2316.0
1.79,1147.0,2296.0
1.7999960000000002,1191.0,2041.0
1.809996,1103.0,1611.0
1.8199999999999998,1220.0,1350.0
1.83,1298.0,1086.0
1.839992,1092.0,704.0
1.8500040000000002,1034.0,368.0
1.8599960000000002,1014.0,238.0
1.869996,848.0,-97.0
1.879992,607.0,-407.0
1.8900000000000001,384.0,-595.0
1.8999959999999998,-6.0,-722.0
1.909996,-287.0,-921.0
1.919988,-598.0,-913.0
1.9300000000000002,-999.0,-1126.0
1.9399959999999998,-1257.0,-1320.0
1.9500000000000002,-1403.0,-1493.0
1.96,-1705.0,-1499.0
1.969996,-2052.0,-1706.0
1.9799959999999999,-2419.0,-1875.0
1.989996,-2397.0,-1962.0
2.0,-2405.0,-2114.0
2.009988,-2627.0,-2377.0
2.020008,-2682.0,-2536.0
2.029996,-2518.0,-2585.0
2.04,-2295.0,-2747.0
2.049992,-2256.0,-3001.0
2.059996,-2167.0,-3079.0
2.07,-1961.0,-3132.0
2.08,-1738.0,-3233.0
2.089992,-1628.0,-3299.0
2.099996,-1471.0,-3272.0
2.11,-1333.0,-3223.0
2.12,-1228.0,-3141.0
2.13,-1119.0,-2971.0
2.139992,-1071.0,-2722.0
2.15,-1077.0,-2547.0
2.16,-1055.0,-2173.0
2.17,-900.0,-1756.0
2.179992,-970.0,-1455.0
2.189996,-1075.0,-1170.0
2.2,-957.0,-778.0
2.21,-917.0,-334.0
2.219992,-903.0,-62.0
2.23,-846.0,214.0
2.2399999999999998,-693.0,503.0
2.25,-554.0,765.0
2.259988,-421.0,995.0
2.27,-218.0,1301.0
2.28,-36.0,1460.0
2.29,219.0,1601.0
2.3,551.0,1768.0
2.309992,831.0,1839.0
2.32,1111.0,1859.0
2.329996,1458.0,1965.0
2.34,1760.0,2041.0
2.349996,2140.0,2046.0
2.36,2362.0,2071.0
2.37,2509.0,2143.0
2.38,2648.0,2251.0
2.389996,2784.0,2329.0
2.4,2852.0,2467.0
2.41,2768.0,2543.0
2.42,2667.0,2689.0
2.43,2531.0,2851.0
2.439992,2375.0,2985.0
2.45,2138.0,3053.0
2.46,1874.0,3083.0
2.4699999999999998,1655.0,3209.0
2.4799919999999998,1410.0,3198.0
2.490004,1106.0,3157.0
2.5,973.0,3155.0
2.51,796.0,3040.0
2.519992,712.0,2856.0
2.53,606.0,2668.0
2.5399999999999996,541.0,2407.0
2.5500000000000003,589.0,2161.0
2.559992,533.0,1789.0
2.57,583.0,1455.0
2.5799999999999996,674.0,1119.0
2.5899959999999997,737.0,705.0
2.6,754.0,285.0
2.609996,757.0,-46.0
2.619996,731.0,-412.0
2.629996,695.0,-696.0
2.64,572.0,-956.0
2.6499919999999997,369.0,-1240.0
2.6600040000000003,158.0,-1422.0
2.669996,-228.0,-1577.0
2.6799959999999996,-529.0,-1694.0
2.6899960000000003,-895.0,-1800.0
2.6999999999999997,-1243.0,-1873.0
2.7099999999999995,-1609.0,-1915.0
2.72,-1934.0,-2035.0
2.7299919999999998,-2209.0,-2015.0
2.7399999999999998,-2508.0,-2046.0
2.749996,-2701.0,-2094.0
2.7600000000000002,-2876.0,-2194.0
2.77,-2970.0,-2232.0
2.7799919999999996,-2912.0,-2322.0
2.7899999999999996,-2916.0,-2392.0
2.8000000000000003,-2749.0,-2504.0
2.81,-2550.0,-2624.0
2.8199919999999996,-2358.0,-2784.0
2.8299999999999996,-2123.0,-2902.0
2.8400000000000003,-1854.0,-2976.0
2.8499959999999995,-1630.0,-3027.0
2.859988,-1277.0,-3055.0
2.8699999999999997,-1015.0,-2987.0
2.8800000000000003,-822.0,-2920.0
2.89,-660.0,-2762.0
2.9,-538.0,-2541.0
2.909996,-412.0,-2341.0
2.9200000000000004,-336.0,-2009.0
2.93,-299.0,-1639.0
2.94,-337.0,-1249.0
2.9499919999999995,-392.0,-863.0
2.9599999999999995,-433.0,-506.0
2.9699959999999996,-491.0,-106.0
2.98,-548.0,353.0
2.989996,-509.0,731.0
2.9999999999999996,-514.0,1042.0
3.0100000000000002,-469.0,1336.0
3.02,-433.0,1647.0
3.029996,-282.0,1835.0
3.0399999999999996,-108.0,2094.0
3.0500000000000003,87.0,2225.0
3.06,437.0,2302.0
3.07,788.0,2363.0
3.079996,1159.0,2363.0
3.0899959999999997,1464.0,2349.0
3.1,1863.0,2313.0
3.11,2202.0,2283.0
3.1199920000000003,2566.0,2262.0
3.130004,2780.0,2227.0
3.1399959999999996,2944.0,2193.0
3.15,3103.0,2275.0
3.1599920000000004,3142.0,2264.0
3.169996,3075.0,2364.0
3.1799959999999996,2928.0,2409.0
3.19,2771.0,2522.0
3.1999919999999995,2509.0,2646.0
3.2099999999999995,2266.0,2736.0
3.22,1963.0,2873.0
3.2299960000000003,1608.0,2924.0
3.2399999999999998,1263.0,2935.0
3.249996,907.0,2942.0
3.2599959999999997,644.0,2902.0
3.2699960000000003,414.0,2842.0
3.28,180.0,2726.0
3.2899920000000002,97.0,2506.0
3.300004,43.0,2250.0
3.3099959999999995,-3.0,1878.0
3.319996,0.0,1575.0
3.3299920000000003,111.0,1198.0
3.3400000000000003,179.0,826.0
3.3499959999999995,282.0,436.0
3.36,342.0,23.0
3.3699920000000003,428.0,-454.0
3.3800000000000003,435.0,-786.0
3.39,442.0,-1150.0
3.4,373.0,-1444.0
3.4099999999999997,219.0,-1696.0
3.419992,41.0,-1974.0
3.43,-195.0,-2151.0
3.44,-564.0,-2297.0
3.4499999999999997,-866.0,-2354.0
3.459996,-1228.0,-2357.0
3.47,-1570.0,-2393.0
3.48,-1913.0,-2394.0
3.4899999999999998,-2220.0,-2303.0
3.4999879999999997,-2587.0,-2268.0
3.5099959999999997,-2822.0,-2273.0
3.52,-2965.0,-2212.0
3.53,-3096.0,-2228.0
3.5399999999999996,-3095.0,-2244.0
3.5500000000000003,-3067.0,-2256.0
3.56,-2952.0,-2314.0
3.569996,-2745.0,-2386.0
3.5799999999999996,-2498.0,-2452.0
3.5899959999999997,-2200.0,-2513.0
3.5999959999999995,-1921.0,-2600.0
3.61,-1586.0,-2669.0
3.6199999999999997,-1260.0,-2667.0
3.629992,-859.0,-2610.0
3.64,-586.0,-2530.0
3.65,-339.0,-2399.0
3.6599999999999997,-164.0,-2220.0
3.669996,18.0,-1982.0
3.68,155.0,-1704.0
3.69,179.0,-1428.0
3.6999999999999997,181.0,-963.0
3.7099999999999995,131.0,-564.0
3.7199959999999996,50.0,-163.0
3.7299960000000003,13.0,206.0
3.7399999999999998,-67.0,621.0
3.7499999999999996,-173.0,1074.0
3.759992,-197.0,1439.0
3.7700039999999997,-256.0,1774.0
3.779996,-178.0,2046.0
3.789996,-75.0,2284.0
3.799992,0.0,2464.0
3.81,250.0,2607.0
3.819996,519.0,2698.0
3.829996,859.0,2720.0
3.8399879999999995,1190.0,2734.0
3.85,1522.0,2687.0
3.859996,1888.0,2577.0
3.8699999999999997,2217.0,2517.0
3.8800000000000003,2596.0,2453.0
3.8899959999999996,2851.0,2375.0
3.8999960000000002,2980.0,2326.0
3.909996,3091.0,2282.0
3.9199999999999995,3161.0,2227.0
3.9299880000000003,3132.0,2238.0
3.940008,3021.0,2204.0
3.949996,2744.0,2308.0
3.9599999999999995,2545.0,2372.0
3.969992,2216.0,2412.0
3.9799960000000003,1892.0,2499.0
3.9899999999999998,1563.0,2569.0
3.9999999999999996,1179.0,2617.0
4.0099920000000004,759.0,2605.0
4.019995999999999,474.0,2577.0
4.029999999999999,197.0,2445.0
4.039999999999999,-18.0,2317.0
4.050000000000001,-192.0,2133.0
4.059991999999999,-278.0,1886.0
4.07,-299.0,1619.0
4.08,-322.0,1228.0
4.09,-284.0,886.0
4.099992,-227.0,499.0
4.109996000000001,-174.0,137.0
4.119999999999999,-112.0,-272.0
4.129999999999999,-68.0,-676.0
4.1399919999999995,-8.0,-1161.0
4.15,16.0,-1536.0
4.16,-22.0,-1836.0
4.17,-116.0,-2094.0
4.179988,-258.0,-2338.0
4.1899999999999995,-442.0,-2547.0
4.199999999999999,-720.0,-2653.0
4.209999999999999,-961.0,-2739.0
4.220000000000001,-1256.0,-2756.0
4.229991999999999,-1563.0,-2766.0
4.24,-1872.0,-2670.0
4.249995999999999,-2122.0,-2610.0
4.26,-2406.0,-2548.0
4.269995999999999,-2724.0,-2490.0
4.279999999999999,-2841.0,-2393.0
4.289999999999999,-2946.0,-2319.0
4.299996,-3026.0,-2250.0
4.309991999999999,-3022.0,-2215.0
4.32,-2924.0,-2199.0
4.33,-2690.0,-2191.0
4.34,-2483.0,-2194.0
4.35,-2271.0,-2219.0
4.359996000000001,-1942.0,-2219.0
4.369999999999999,-1585.0,-2205.0
4.379999999999999,-1247.0,-2165.0
4.390000000000001,-838.0,-2136.0
4.399991999999999,-504.0,-2047.0
4.4100079999999995,-228.0,-1882.0
4.42,61.0,-1736.0
4.43,251.0,-1499.0
4.439992,388.0,-1260.0
4.4499960000000005,461.0,-954.0
4.459999999999999,510.0,-552.0
4.470000000000001,510.0,-222.0
4.479991999999999,458.0,156.0
4.49,402.0,550.0
4.5,359.0,913.0
4.51,252.0,1243.0
4.519995999999999,203.0,1672.0
4.529996000000001,193.0,1978.0
4.539999999999999,223.0,2274.0
4.550000000000001,256.0,2482.0
4.5600000000000005,399.0,2701.0
4.569991999999999,553.0,2891.0
4.580004000000001,750.0,2926.0
4.59,994.0,2969.0
4.6,1298.0,2964.0
4.609992,1569.0,2933.0
4.619999999999999,1891.0,2847.0
4.629996,2126.0,2764.0
4.640000000000001,2365.0,2669.0
4.649991999999999,2658.0,2568.0
4.66,2777.0,2450.0
4.67,2902.0,2383.0
4.68,2931.0,2288.0
4.6899999999999995,2869.0,2255.0
4.699992,2785.0,2204.0
4.709999999999999,2580.0,2182.0
4.720000000000001,2401.0,2167.0
4.73,2117.0,2202.0
4.739991999999999,1801.0,2181.0
4.75,1448.0,2208.0
4.76,1148.0,2148.0
4.77,810.0,2088.0
4.779992,425.0,2060.0
4.789996,199.0,1942.0
4.800000000000001,-55.0,1765.0
